TableName	ColumnName	DataType	max_length	is_nullable	IsPrimaryKey
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_id	int	4	0	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_pcs_id	int	4	0	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_startDate	datetime	8	1	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_versionEffectiveDate	datetime2	8	0	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_use_id_editedBy	uniqueidentifier	16	0	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_ect_id_editedFrom	uniqueidentifier	16	1	NO
DuplicateLastPathWaystoUpdateBackup_20240923_1711	ppv_ect_id_relatedWith	uniqueidentifier	16	1	NO
DurationUnit	Id	int	4	0	YES
DurationUnit	Description	nvarchar	510	0	NO
EkActivity	ActivityId	uniqueidentifier	16	0	YES
EkActivity	BodyPartId	int	4	0	NO
EkActivityLog	ActivityId	int	4	0	YES
EkActivityLog	ObjectId	uniqueidentifier	16	0	NO
EkActivityLog	DateAdded	datetime	8	0	NO
EkActivityLog	AddedBy	uniqueidentifier	16	0	NO
EkActivityLog	Transactionid	uniqueidentifier	16	0	NO
EkActivityLog	Action	char	1	0	NO
EkActivityLog	BodyPartId	int	4	0	NO
EKCornealSurgery	Id	int	4	0	YES
EKCornealSurgeryLog	Id	int	4	0	YES
EKCornealSurgeryLog	ObjectId	int	4	0	NO
EKCornealSurgeryLog	DateAdded	datetime	8	0	NO
EKCornealSurgeryLog	AddedBy	uniqueidentifier	16	0	NO
EKCornealSurgeryLog	Transactionid	uniqueidentifier	16	0	NO
EKCornealSurgeryLog	Action	char	1	0	NO
EkOther	ActivityId	uniqueidentifier	16	0	YES
EkOther	Comments	nvarchar	4000	1	NO
EkOtherDetails	Id	int	4	0	YES
EkOtherDetailsLog	Id	int	4	0	YES
EkOtherDetailsLog	ObjectId	int	4	0	NO
EkOtherDetailsLog	DateAdded	datetime	8	0	NO
EkOtherDetailsLog	AddedBy	uniqueidentifier	16	0	NO
EkOtherDetailsLog	Transactionid	uniqueidentifier	16	0	NO
EkOtherDetailsLog	Action	char	1	0	NO
EkOtherLog	ActivityId	int	4	0	YES
EkOtherLog	ObjectId	uniqueidentifier	16	0	NO
EkOtherLog	DateAdded	datetime	8	0	NO
EkOtherLog	AddedBy	uniqueidentifier	16	0	NO
EkOtherLog	Transactionid	uniqueidentifier	16	0	NO
EkOtherLog	Action	char	1	0	NO
EkOtherLog	Comments	nvarchar	4000	1	NO
EkSurgicalCompletion	ActivityId	uniqueidentifier	16	0	YES
EkSurgicalCompletion	Id	int	4	0	YES
EkSurgicalCompletion	SutureNumber	int	4	1	NO
EkSurgicalCompletion	Number	int	4	0	NO
EkSurgicalCompletion	MaterialId	int	4	1	NO
EkSurgicalCompletion	SutureMaterialId	int	4	1	NO
EkSurgicalCompletionLog	Id	int	4	0	YES
EkSurgicalCompletionLog	ActivityId	int	4	0	YES
EkSurgicalCompletionLog	ObjectId	uniqueidentifier	16	0	NO
EkSurgicalCompletionLog	ObjectId	int	4	0	NO
EkSurgicalCompletionLog	DateAdded	datetime	8	0	NO
EkSurgicalCompletionLog	DateAdded	datetime	8	0	NO
EkSurgicalCompletionLog	AddedBy	uniqueidentifier	16	0	NO
EkSurgicalCompletionLog	AddedBy	uniqueidentifier	16	0	NO
EkSurgicalCompletionLog	Transactionid	uniqueidentifier	16	0	NO
EkSurgicalCompletionLog	Transactionid	uniqueidentifier	16	0	NO
EkSurgicalCompletionLog	Action	char	1	0	NO
EkSurgicalCompletionLog	Action	char	1	0	NO
EkSurgicalCompletionLog	SutureNumber	int	4	1	NO
EkSurgicalCompletionLog	Number	int	4	0	NO
EkSurgicalCompletionLog	MaterialId	int	4	1	NO
EkSurgicalCompletionLog	SutureMaterialId	int	4	1	NO
EmploymentStatus	pes_pss_id	int	4	0	YES
EmploymentStatus	pes_lks_employment_status	int	4	0	NO
EmploymentStatus	pes_occupation	nvarchar	500	1	NO
EmploymentStatus	pes_comments	nvarchar	-1	1	NO
EmrReport	fer_ect_EncounterId	uniqueidentifier	16	0	YES
EmrReport	fer_bod_BodyPartId	int	4	0	NO
EmrReport	fer_StudyInstanceUid	nvarchar	510	0	NO
EmrReport	fer_SeriesInstanceUid	nvarchar	510	0	NO
EmrReport	fer_SopInstanceUid	nvarchar	510	0	NO
EmrReport	fer_AccessionNumber	nvarchar	510	0	NO
EmrReport	fer_Manufacturer	nvarchar	510	0	NO
EmrReport	fer_ManufacturerModelName	nvarchar	510	1	NO
EmrReport	fer_InstanceNumber	nvarchar	510	0	NO
EmrReport	fer_ContentDate	datetime	8	0	NO
EmrReport	fer_DocumentTitle	nvarchar	510	1	NO
EmrReport	fer_Angle	decimal	5	1	NO
EmrReport	fer_Modality	nvarchar	20	0	NO
EmrReport	fer_StudyDate	datetime	8	0	NO
EmrReport	fer_AcquisitionDate	datetime	8	1	NO
Encounter	bec_Id	int	4	0	YES
encounter	ect_id	uniqueidentifier	16	0	YES
Encounter	EncounterId	uniqueidentifier	16	0	YES
Encounter	cpe_Id	int	4	0	YES
Encounter	bse_Id	int	4	0	YES
Encounter	eae_Id	int	4	0	YES
Encounter	ufe_ect_EncounterId	uniqueidentifier	16	0	YES
Encounter	cpe_ect_EncounterId	uniqueidentifier	16	0	NO
Encounter	dna_ect_EncounterId	uniqueidentifier	16	0	YES
Encounter	dna_lks_EpisodeTypeId	int	4	0	NO
Encounter	cpe_cat_AssessmentTypeId	int	4	1	NO
Encounter	IsDeleted	bit	1	0	NO
Encounter	ufe_lkt_ReasonTypeId	int	4	0	NO
Encounter	ufe_Comments	nvarchar	4000	1	NO
Encounter	bse_IsDeleted	bit	1	0	NO
Encounter	dna_lks_ReasonId	int	4	0	NO
Encounter	bec_csc_ClinicId	int	4	1	NO
Encounter	bec_lks_NewFollowUpAppointmentType	int	4	1	NO
Encounter	dna_clt_ClinicId	int	4	1	NO
Encounter	bse_pat_PatientId	uniqueidentifier	16	0	NO
Encounter	bse_PatientNumber	nvarchar	510	0	NO
Encounter	bse_VisitDate	date	3	0	NO
Encounter	bse_use_ResponsibleUserId	uniqueidentifier	16	1	NO
encounter	ect_mode	int	4	0	NO
Encounter	bse_BillingReference	nvarchar	60	1	NO
Encounter	bse_CaseNumber	nvarchar	60	1	NO
encounter	ect_private	bit	1	1	NO
Encounter	bse_VisitClass	nvarchar	60	1	NO
Encounter	bse_VisitCategory	nvarchar	100	1	NO
encounter	ect_lks_id_visitreason	int	4	1	NO
encounter	ect_interpreter	bit	1	1	NO
Encounter	bse_Service	nvarchar	100	1	NO
Encounter	bse_Location	nvarchar	100	1	NO
encounter	ect_lks_id_language	int	4	1	NO
encounter	ect_lks_id_transport	int	4	1	NO
Encounter	bse_cpw_CarePathwayId	int	4	0	NO
Encounter	bse_ppw_PatientCarePathwayId	int	4	0	NO
Encounter	bse_DateEncounterSaved	datetime2	6	0	NO
Encounter	bse_EventDate	datetime2	6	1	NO
encounter	ect_visittype	int	4	1	NO
encounter	ect_remotelocationid	uniqueidentifier	16	1	NO
Encounter	bse_LocationSegment	nvarchar	100	1	NO
Encounter	bse_OutcomeCode	nvarchar	20	1	NO
encounter	ect_remotelocation	varchar	255	1	NO
Encounter	bse_ReferralToTreatmentCode	nvarchar	20	1	NO
Encounter	bse_csc_ClinicId	int	4	1	NO
encounter	ect_lks_id_communicationtype	int	4	1	NO
encounter	ect_plannedoperation	int	4	1	NO
Encounter	bse_ClinicVisitNumber	nvarchar	40	1	NO
Encounter	bse_ClinicLocationHospital	nvarchar	510	1	NO
encounter	ect_operation	uniqueidentifier	16	1	NO
Encounter	bse_ClinicArrivalDate	datetime2	6	1	NO
Encounter	bse_PatientNationalNumber	nvarchar	510	1	NO
Encounter	bse_ExternalAppointmentId	nvarchar	510	1	NO
encounter	ect_pdh_id	int	4	1	NO
encounter	ect_HasApplicableBillingReference	bit	1	1	NO
encounter	ect_brf_BillingReferenceId	int	4	1	NO
encounter	ect_EncounterTime	time	4	1	NO
encounteractivitytypes	etx_id	int	4	0	YES
encounteractivitytypes	etx_mandatory	bit	1	1	NO
encountercomment	cmt_id	int	4	0	YES
encountercomment	cmt_comment	nvarchar	-1	1	NO
encountercommentlog	cmt_ObjectId	int	4	0	NO
encountercommentlog	cmt_id	int	4	0	YES
encountercommentlog	cmt_ect_id	uniqueidentifier	16	0	NO
encountercommentlog	cmt_comment	nvarchar	-1	1	NO
encountercommentlog	cmt_cty_id	int	4	1	NO
encountercommentlog	cmt_DateAdded	datetime	8	0	NO
encountercommentlog	cmt_AddedBy	uniqueidentifier	16	0	NO
encountercommentlog	cmt_TransactionId	uniqueidentifier	16	0	NO
encountercommentlog	cmt_Action	char	1	0	NO
EncounterCompletionState	bes_Id	int	4	0	YES
EncounterCompletionStateLog	bes_Id	int	4	0	YES
EncounterCompletionStateLog	bes_ObjectId	int	4	0	NO
EncounterCompletionStateLog	bes_DateAdded	datetime	8	0	NO
EncounterCompletionStateLog	bes_AddedBy	uniqueidentifier	16	0	NO
EncounterCompletionStateLog	bes_Transactionid	uniqueidentifier	16	0	NO
EncounterCompletionStateLog	bes_Action	char	1	0	NO
EncounterCompletionStateLog	bes_ect_EncounterId	uniqueidentifier	16	0	NO
EncounterCompletionStateLog	bes_Completed	bit	1	0	NO
EncounterCompletionStateLog	bes_DateTimeUpdated	datetime2	8	0	NO
EncounterConsultationReview	erv_ect_EncounterIdToReview	uniqueidentifier	16	0	YES
EncounterConsultationReview	erv_ApprovedDateTime	datetime	8	1	NO
EncounterConsultationReview	erv_use_SeenByUserId	uniqueidentifier	16	0	NO
EncounterConsultationReview	erv_use_ReviewerUserGroupId	uniqueidentifier	16	1	NO
EncounterConsultationReview	erv_use_ApprovedByUserId	uniqueidentifier	16	1	NO
EncounterConsultationReview	erv_IsDeleted	bit	1	1	NO
EncounterConsultationReviewLog	erv_ObjectId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_ect_EditedEncounterId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_use_ReviewerUserId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_Approved	bit	1	0	NO
EncounterConsultationReviewLog	erv_ApprovedDateTime	datetime	8	1	NO
EncounterConsultationReviewLog	erv_DateAdded	datetime	8	0	NO
EncounterConsultationReviewLog	erv_AddedBy	uniqueidentifier	16	0	NO
EncounterConsultationReviewLog	erv_TransactionId	uniqueidentifier	16	0	NO
EncounterConsultationReviewLog	erv_Action	char	1	0	NO
EncounterConsultationReviewLog	erv_use_SeenByUserId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_ect_EncounterIdToReview	int	4	0	YES
EncounterConsultationReviewLog	erv_use_ReviewerUserGroupId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_use_ApprovedByUserId	uniqueidentifier	16	1	NO
EncounterConsultationReviewLog	erv_IsDeleted	bit	1	1	NO
encounterdocumentlink	den_id	int	4	0	YES
encounterdocumentlink	den_ppr_PatientClinicalPlanRootId	int	4	1	NO
encounterdocumentlinklog	den_objectId	int	4	0	NO
encounterdocumentlinklog	den_id	int	4	0	YES
encounterdocumentlinklog	den_ect_id	uniqueidentifier	16	1	NO
encounterdocumentlinklog	den_doc_id	uniqueidentifier	16	1	NO
encounterdocumentlinklog	den_flag	int	4	1	NO
encounterdocumentlinklog	den_dateadded	datetime	8	0	NO
encounterdocumentlinklog	den_addedby	uniqueidentifier	16	0	NO
encounterdocumentlinklog	den_transactionid	uniqueidentifier	16	0	NO
encounterdocumentlinklog	den_action	char	1	0	NO
encounterdocumentlinklog	den_ppr_PatientClinicalPlanRootId	int	4	1	NO
encounterdocumenttypes	edt_id	int	4	0	YES
encounterdocumenttypes	edt_dtp_id	int	4	1	NO
encounterdocumenttypes	edt_ety_id	int	4	1	NO
EncounterExtractState	Id	int	4	0	YES
EncounterForReview	EncounterId	uniqueidentifier	16	0	YES
EncounterForReview	AssessmentTypeId	int	4	1	NO
EncounterForReviewLog	EncounterId	int	4	0	YES
EncounterForReviewLog	ObjectId	uniqueidentifier	16	1	NO
EncounterForReviewLog	DateAdded	datetime	8	0	NO
EncounterForReviewLog	AddedBy	uniqueidentifier	16	0	NO
EncounterForReviewLog	TransactionId	uniqueidentifier	16	0	NO
EncounterForReviewLog	Action	char	1	0	NO
EncounterForReviewLog	AssessmentTypeId	int	4	1	NO
EncounterGradingResult	res_Id	uniqueidentifier	16	0	YES
EncounterGradingResult	res_State	int	4	0	NO
EncounterGradingResult	res_RightEyeDiagnosticsComments	varchar	256	1	NO
EncounterGradingResult	res_LeftEyeDiagnosticsComments	varchar	256	1	NO
EncounterGradingResultLog	res_Id	int	4	0	NO
EncounterGradingResultLog	res_ObjectId	uniqueidentifier	16	0	NO
EncounterGradingResultLog	res_DateAdded	datetime	8	0	NO
EncounterGradingResultLog	res_AddedBy	uniqueidentifier	16	0	NO
EncounterGradingResultLog	res_Transactionid	uniqueidentifier	16	0	NO
EncounterGradingResultLog	res_Action	char	1	0	NO
EncounterGradingResultLog	res_ect_EncounterId	uniqueidentifier	16	1	NO
EncounterGradingResultLog	res_State	int	4	0	NO
EncounterGradingResultLog	res_RightEyeDiagnosticsComments	varchar	256	1	NO
EncounterGradingResultLog	res_LeftEyeDiagnosticsComments	varchar	256	1	NO
EncounterIdentifier	eid_Id	int	4	0	YES
EncounterIdentifierType	eit_Id	int	4	0	YES
EncounterLink	bel_AssociatedEncounterId	uniqueidentifier	16	0	YES
EncounterLink	bel_BillingEncounterId	uniqueidentifier	16	0	YES
encounterlistitem	eli_id	int	4	0	YES
encounterlistitem	eli_displayset	int	4	1	NO
encounterlistitemlog	eli_ObjectId	int	4	0	NO
encounterlistitemlog	eli_id	int	4	0	YES
encounterlistitemlog	eli_ect_id	uniqueidentifier	16	0	NO
encounterlistitemlog	eli_lks_id	int	4	0	NO
encounterlistitemlog	eli_status	int	4	0	NO
encounterlistitemlog	eli_displayset	int	4	1	NO
encounterlistitemlog	eli_DateAdded	datetime	8	0	NO
encounterlistitemlog	eli_AddedBy	uniqueidentifier	16	0	NO
encounterlistitemlog	eli_TransactionId	uniqueidentifier	16	0	NO
encounterlistitemlog	eli_Action	char	1	0	NO
encounterlocationtypes	lte_id	int	4	0	YES
EncounterLog	ufe_ect_EncounterId	int	4	0	YES
encounterlog	ect_ObjectId	uniqueidentifier	16	0	NO
EncounterLog	EncounterId	int	4	0	YES
EncounterLog	eae_Id	int	4	0	YES
EncounterLog	eae_ObjectId	int	4	0	NO
EncounterLog	EncounterForReviewId	uniqueidentifier	16	0	NO
encounterlog	ect_id	int	4	0	YES
EncounterLog	ufe_lkt_ReasonTypeId	int	4	0	NO
EncounterLog	ufe_Comments	nvarchar	4000	1	NO
encounterlog	ect_pat_id	uniqueidentifier	16	1	NO
EncounterLog	ObjectId	uniqueidentifier	16	0	NO
EncounterLog	eae_DateAdded	datetime	8	0	NO
EncounterLog	eae_AddedBy	uniqueidentifier	16	0	NO
EncounterLog	DateAdded	datetime	8	0	NO
encounterlog	ect_loc_id	uniqueidentifier	16	1	NO
encounterlog	ect_date	datetime	8	1	NO
EncounterLog	AddedBy	uniqueidentifier	16	0	NO
EncounterLog	ufe_DateAdded	datetime	8	0	NO
EncounterLog	eae_Transactionid	uniqueidentifier	16	0	NO
EncounterLog	eae_Action	char	1	0	NO
EncounterLog	ufe_AddedBy	uniqueidentifier	16	0	NO
EncounterLog	Transactionid	uniqueidentifier	16	0	NO
encounterlog	ect_daterecorded	datetime	8	1	NO
encounterlog	ect_datesaved	datetime	8	1	NO
EncounterLog	Action	char	1	0	NO
EncounterLog	ufe_TransactionId	uniqueidentifier	16	0	NO
EncounterLog	eae_ect_EncounterId	uniqueidentifier	16	0	NO
EncounterLog	eae_ApplyPreviousFindings	bit	1	0	NO
EncounterLog	ufe_Action	char	1	0	NO
EncounterLog	IsDeleted	bit	1	0	NO
encounterlog	ect_ety_id	int	4	1	NO
encounterlog	ect_mode	int	4	0	NO
encounterlog	ect_csc_id	int	4	1	NO
encounterlog	ect_private	bit	1	1	NO
encounterlog	ect_status	int	4	1	NO
encounterlog	ect_lks_id_visitreason	int	4	1	NO
encounterlog	ect_interpreter	bit	1	1	NO
encounterlog	ect_lks_id_language	int	4	1	NO
encounterlog	ect_lks_id_transport	int	4	1	NO
encounterlog	ect_title	nvarchar	400	1	NO
encounterlog	ect_visittype	int	4	1	NO
encounterlog	ect_remotelocationid	uniqueidentifier	16	1	NO
encounterlog	ect_remotelocation	varchar	255	1	NO
encounterlog	ect_readonly	bit	1	1	NO
encounterlog	ect_DateAdded	datetime	8	0	NO
encounterlog	ect_AddedBy	uniqueidentifier	16	0	NO
encounterlog	ect_TransactionId	uniqueidentifier	16	0	NO
encounterlog	ect_Action	char	1	0	NO
encounterlog	ect_lks_id_communicationtype	int	4	1	NO
encounterlog	ect_plannedoperation	int	4	1	NO
encounterlog	ect_operation	uniqueidentifier	16	1	NO
encounterlog	ect_containsprescription	bit	1	1	NO
encounterlog	ect_datedeleted	datetime	8	1	NO
encounterlog	ect_isdeleted	bit	1	1	NO
encounterlog	ect_use_id_lastsaved	uniqueidentifier	16	1	NO
encounterlog	ect_pdh_id	int	4	1	NO
encounterlog	ect_lastsavedsource	int	4	1	NO
encounterlog	ect_skiplettergeneration	bit	1	1	NO
encounterlog	ect_ity_InterfaceTypeId_CreatedBy	int	4	1	NO
encounterlog	ect_etv_EncounterTemplateVersionId	int	4	1	NO
encounterlog	ect_HasApplicableBillingReference	bit	1	1	NO
encounterlog	ect_brf_BillingReferenceId	int	4	1	NO
encounterlog	ect_EncounterTime	time	4	1	NO
encounteroutcome	eou_id	int	4	0	YES
encounteroutcome	eou_cou_id	int	4	0	NO
encounterpartialsave	eps_id	uniqueidentifier	16	0	YES
encounterpartialsave	eps_created_use_id	uniqueidentifier	16	0	NO
encounterpartialsave	eps_encounterdto	nvarchar	-1	1	NO
encounterpartialsave	eps_encounterdate	datetime	8	0	NO
encounterpartialsave	eps_diabetic_version	int	4	0	NO
encounterpartialsave	eps_allergy_version	int	4	0	NO
encounterpartialsave	eps_mrsa_version	int	4	0	NO
encounterpartialsave	eps_smoking_version	int	4	0	NO
encounterpartialsave	eps_drinking_version	int	4	0	NO
encounterpartialsave	eps_medication_version	int	4	1	NO
encounterpartialsave	eps_plannedvisit_version	int	4	1	NO
encounterpartialsave	eps_plannedoperation_version	int	4	1	NO
encounterpartialsave	eps_planneddischarge_version	int	4	1	NO
encounterpartialsave	eps_problems_version	int	4	1	NO
encounterpartialsave	eps_lens_left_version	int	4	1	NO
encounterpartialsave	eps_lens_right_version	int	4	1	NO
encounterpartialsave	eps_substance_use_version	int	4	1	NO
encounterpartialsave	eps_driving_version	int	4	1	NO
encounterpartialsave	eps_mobility_version	int	4	1	NO
encounterpartialsave	eps_patientfamilyhistory_version	int	4	1	NO
encounterpartialsave	eps_accommodation_version	int	4	1	NO
encounterpartialsave	eps_social_services_version	int	4	1	NO
encounterpartialsave	eps_marital_status_version	int	4	1	NO
encounterpartialsave	eps_employment_status_version	int	4	1	NO
encounterpartialsave	eps_social_status_comment_version	int	4	1	NO
encounterpartialsave	eps_certificate_of_vision_impairment	int	4	1	NO
encounterpartialsave	eps_etv_EncounterTemplateVersionId	int	4	1	NO
encounterpartialsave	eps_iop_target_left_eye_version	int	4	1	NO
encounterpartialsave	eps_iop_target_right_eye_version	int	4	1	NO
encounterpartialsavelinkeduser	elu_id	uniqueidentifier	16	0	YES
encounterpartialsavelinkeduser	elu_eps_id	uniqueidentifier	16	0	NO
encounterpartialsavelinkeduser	elu_use_id	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_ObjectId	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_id	int	4	0	YES
encounterpartialsavelog	eps_ect_id	uniqueidentifier	16	1	NO
encounterpartialsavelog	eps_pat_id	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_created_use_id	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_lastsaved_use_id	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_ety_id	int	4	0	NO
encounterpartialsavelog	eps_encounterdto	nvarchar	-1	1	NO
encounterpartialsavelog	eps_encounterdate	datetime	8	0	NO
encounterpartialsavelog	eps_datecreated	datetime	8	0	NO
encounterpartialsavelog	eps_datesaved	datetime	8	0	NO
encounterpartialsavelog	eps_isdeleted	bit	1	0	NO
encounterpartialsavelog	eps_datedeleted	datetime	8	1	NO
encounterpartialsavelog	eps_diabetic_version	int	4	0	NO
encounterpartialsavelog	eps_allergy_version	int	4	0	NO
encounterpartialsavelog	eps_mrsa_version	int	4	0	NO
encounterpartialsavelog	eps_smoking_version	int	4	0	NO
encounterpartialsavelog	eps_drinking_version	int	4	0	NO
encounterpartialsavelog	eps_medication_version	int	4	1	NO
encounterpartialsavelog	eps_plannedvisit_version	int	4	1	NO
encounterpartialsavelog	eps_plannedoperation_version	int	4	1	NO
encounterpartialsavelog	eps_planneddischarge_version	int	4	1	NO
encounterpartialsavelog	eps_problems_version	int	4	1	NO
encounterpartialsavelog	eps_lens_left_version	int	4	1	NO
encounterpartialsavelog	eps_lens_right_version	int	4	1	NO
encounterpartialsavelog	eps_DateAdded	datetime	8	0	NO
encounterpartialsavelog	eps_AddedBy	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_TransactionId	uniqueidentifier	16	0	NO
encounterpartialsavelog	eps_Action	char	1	0	NO
encounterpartialsavelog	eps_permanentlyexpired	bit	1	0	NO
encounterpartialsavelog	eps_undeleteddate	datetime	8	1	NO
encounterpartialsavelog	eps_substance_use_version	int	4	1	NO
encounterpartialsavelog	eps_driving_version	int	4	1	NO
encounterpartialsavelog	eps_mobility_version	int	4	1	NO
encounterpartialsavelog	eps_patientfamilyhistory_version	int	4	1	NO
encounterpartialsavelog	eps_accommodation_version	int	4	1	NO
encounterpartialsavelog	eps_social_services_version	int	4	1	NO
encounterpartialsavelog	eps_marital_status_version	int	4	1	NO
encounterpartialsavelog	eps_employment_status_version	int	4	1	NO
encounterpartialsavelog	eps_social_status_comment_version	int	4	1	NO
encounterpartialsavelog	eps_certificate_of_vision_impairment	int	4	1	NO
encounterpartialsavelog	eps_etv_EncounterTemplateVersionId	int	4	1	NO
encounterpartialsavelog	eps_iop_target_left_eye_version	int	4	1	NO
encounterpartialsavelog	eps_iop_target_right_eye_version	int	4	1	NO
encounterpersonnel	enp_id	int	4	0	YES
encounterpersonnel	enp_displayset	int	4	1	NO
encounterpersonnel	enp_gra_id	int	4	1	NO
encounterpersonnel	enp_rug_ConsultationReviewUserGroupId	uniqueidentifier	16	1	NO
encounterpersonnel	enp_VirtualReviewUserGroupId	uniqueidentifier	16	1	NO
encounterpersonnel_backup	enp_id	int	4	0	NO
encounterpersonnel_backup	enp_ect_id	uniqueidentifier	16	0	NO
encounterpersonnel_backup	enp_use_id	uniqueidentifier	16	0	NO
encounterpersonnel_backup	enp_acp_id	int	4	0	NO
encounterpersonnel_backup	enp_displayset	int	4	1	NO
encounterpersonnel_backup	enp_gra_id	int	4	1	NO
encounterpersonnellog	enp_ObjectId	int	4	0	NO
encounterpersonnellog	enp_id	int	4	0	YES
encounterpersonnellog	enp_ect_id	uniqueidentifier	16	0	NO
encounterpersonnellog	enp_use_id	uniqueidentifier	16	1	NO
encounterpersonnellog	enp_acp_id	int	4	0	NO
encounterpersonnellog	enp_displayset	int	4	1	NO
encounterpersonnellog	enp_gra_id	int	4	1	NO
encounterpersonnellog	enp_DateAdded	datetime	8	0	NO
encounterpersonnellog	enp_AddedBy	uniqueidentifier	16	0	NO
encounterpersonnellog	enp_TransactionId	uniqueidentifier	16	0	NO
encounterpersonnellog	enp_Action	char	1	0	NO
encounterpersonnellog	enp_rug_ConsultationReviewUserGroupId	uniqueidentifier	16	1	NO
encounterpersonnellog	enp_VirtualReviewUserGroupId	uniqueidentifier	16	1	NO
EncounterReason	uer_Id	int	4	0	YES
EncounterReason	uer_lks_ReasonId	int	4	0	NO
EncounterReason	uer_ufe_EncounterId	uniqueidentifier	16	0	NO
encounterrollbackhistory	erb_id	int	4	0	YES
encounterrollbackhistory	erb_dut_id	uniqueidentifier	16	0	NO
encounterrollbackhistory	erb_rollbackdatetime	datetime	8	0	NO
encounterrollbackhistory	erb_log	varchar	-1	0	NO
EncounterSectionConfiguration	dae_id	int	4	0	YES
EncounterSectionConfiguration	dae_ety_id	int	4	0	NO
EncounterSectionConfiguration	dae_das_id	int	4	0	NO
EncounterSectionConfiguration	dae_dat_id	int	4	0	NO
EncounterSectionConfiguration	dae_Order	int	4	1	NO
EncounterSectionStatus	dat_id	int	4	0	YES
encountersource	esr_id	int	4	0	YES
encountersource	esr_generatenotefromeventlist	bit	1	0	NO
encountersourcehistory	esh_id	int	4	0	YES
encountersourcehistory	esh_datechanged	datetime	8	0	NO
encounterstore	ecs_id	uniqueidentifier	16	0	YES
encounterstore	ecs_dut_id	uniqueidentifier	16	0	NO
encounterstore	ecs_datestored	datetime	8	0	NO
encounterstore	ecs_objecttype	int	4	1	NO
encounterstore	ecs_state	int	4	1	NO
encounterstore	ecs_ety_id	int	4	1	NO
encounterstore	ecs_dtoimage	varbinary	-1	1	NO
encounterstore	ecs_use_id	uniqueidentifier	16	1	NO
EncounterTemplate	aet_id	int	4	0	YES
EncounterTemplate	aet_Name	nvarchar	70	1	NO
EncounterTemplate	aet_Description	nvarchar	500	1	NO
EncounterTemplate	aet_Icon	varbinary	-1	0	NO
EncounterTemplate	aet_RequiresStudyMonitoring	bit	1	0	NO
EncounterTemplateActivity	sma_act_ActivityId	uniqueidentifier	16	0	YES
EncounterTemplateActivity	sma_ect_EncounterId	uniqueidentifier	16	0	NO
EncounterTemplateActivity	sma_ShowRemovedSectionWarning	bit	1	0	NO
EncounterTemplateActivity	sma_smr_ReviewTypeId	int	4	1	NO
EncounterTemplateActivityLog	sma_act_ActivityId	int	4	0	YES
EncounterTemplateActivityLog	sma_ObjectId	uniqueidentifier	16	0	NO
EncounterTemplateActivityLog	sma_DateAdded	datetime	8	0	NO
EncounterTemplateActivityLog	sma_AddedBy	uniqueidentifier	16	0	NO
EncounterTemplateActivityLog	sma_Transactionid	uniqueidentifier	16	0	NO
EncounterTemplateActivityLog	sma_Action	char	1	0	NO
EncounterTemplateActivityLog	sma_ect_encounterId	uniqueidentifier	16	0	NO
EncounterTemplateActivityLog	sma_Queried	bit	1	1	NO
EncounterTemplateActivityLog	sma_ShowRemovedSectionWarning	bit	1	0	NO
EncounterTemplateActivityLog	sma_smr_ReviewTypeId	int	4	1	NO
EncounterTemplateActivityQuery	eaq_squ_QueryId	int	4	0	YES
EncounterTemplateActivityQuery	eaq_sma_ActivityId	uniqueidentifier	16	0	NO
EncounterTemplateActivityVersion	eav_etv_EncounterTemplateVersionId	int	4	0	YES
EncounterTemplateActivityVersion	eav_abv_ActivityVersionId	int	4	0	YES
EncounterTemplateDynamicActivitySection	eds_etv_TemplateVersionId	int	4	0	YES
EncounterTemplateDynamicActivitySection	eds_tps_ActivitySectionId	int	4	0	YES
EncounterTemplatePermittedActivity	eta_aet_EncounterTemplateId	int	4	0	YES
EncounterTemplatePermittedActivity	eta_aba_ActivityId	int	4	0	YES
EncounterTemplateQuestion	smq_Id	int	4	0	YES
EncounterTemplateQuestion	smq_sms_SectionId	int	4	0	NO
EncounterTemplateQuestion	smq_qty_QuestionVersionId	int	4	0	NO
EncounterTemplateQuestion	smq_bod_BodyPartId	int	4	0	NO
EncounterTemplateQuestion	smq_smr_ReviewTypeId	int	4	1	NO
EncounterTemplateQuestionLog	smq_Id	int	4	0	YES
